node,node,weight
丽娃食堂,物理楼,5
体育健康楼,图书馆逸夫楼,9
综合体育馆,梅陇井,4
后勤保障部,心理健康教育与咨询中心,3
田径场,翔华书店,9
本科生公寓2号楼,田径场,1
丽娃浴室,教育学部楼,4
崇真书院,河东浴室,2
丽娃湖,研究生公寓2号楼,6
本科生公寓5号楼,校史馆,8
统计学院楼,人事处,1
第一教学楼,体育健康楼,4
行政楼,篮球场,10
百花园餐厅,校园警卫室,7
法商楼,心理健康教育与咨询中心,4
河东食堂,梅陇井,9
资产管理处,体育健康楼,7
实验A楼,丽娃浴室,9
中北校区大门,虹梅路警卫室,7
河东食堂,马克思主义学院楼,7
美术学院楼,思群堂,10
校园警卫室,本科生公寓6号楼,7
河西食堂,物理信息楼,4
思群堂,河西浴室,2
统计学院楼,综合体育馆,6
研究生公寓2号楼,基建处,8
本科生公寓2号楼,秋林阁,9
商学院楼,闵行校区大门,9
本科生公寓5号楼,排球场,9
化学实验楼,实验B楼,10
翔华书店,实验A楼,6
化学实验楼,研究生公寓2号楼,10
丽虹桥,本科生公寓6号楼,3
莲花路警卫室,秋实阁,8
化学实验楼,本科生公寓2号楼,4
篮球场,本科生公寓3号楼,9
审计处,河西食堂,10
外语学院楼,马克思主义学院楼,9
莲花路警卫室,物理信息楼,3
游泳馆,数统楼,2
田径场,生命科学学院楼,4
第二教学楼,莲花路警卫室,7
计算机中心,音乐学院楼,9
河西食堂,百花园餐厅,7
闵行图书馆,青年教师公寓,2
档案馆,银之春西餐厅,2
本科生公寓6号楼,法商楼,6
马克思主义学院楼,教育学部楼,9
学校办公室,物理信息楼,3
紫竹广场,马克思主义学院楼,6
田径场,河西食堂,2
人文学院楼,人事处,9
第二教学楼,体育健康楼,8
学生资助管理中心,科技处,3
丽娃浴室,闵行图书馆,4
河口海岸大楼,资产管理处,7
本科生公寓4号楼,群贤堂,5
国际教育中心,物理信息楼,1
本科生公寓3号楼,研究生公寓4号楼,6
本科生公寓1号楼,图书馆逸夫楼,7
翔华书店,综合体育馆,3
信息楼,学生资助管理中心,5
东操场,闵行图书馆,8
学校办公室,本科生公寓1号楼,6
实验教学中心,团委,5
物理信息楼,行政楼,6
莲花路警卫室,研究生公寓2号楼,7
丽娃河,本科生公寓2号楼,4
生命科学学院楼,体育健康楼,4
心理健康教育与咨询中心,秋林阁,1
马克思主义学院楼,翔华书店,5
田径场,物理楼,3
校史馆,百花园餐厅,3
团委,实验A楼,6
河口海岸大楼,商学院楼,1
学术交流中心,计算机中心,10
崇真书院,心中书社,4
音乐学院楼,审计处,9
地理馆,体育健康楼,9
申云轩餐厅,行政楼,8
马克思主义学院楼,丽娃食堂,2
申云轩餐厅,档案馆,3
足球场,信息化办公室,4
国际教育中心,基建处,7
秋实阁,足球场,3
本科生公寓2号楼,生命科学学院楼,9
实验教学中心,本科生公寓2号楼,1
法商楼,第一教学楼,6
外语学院楼,本科生公寓3号楼,9
生命科学学院楼,生物实验楼,2
外语学院楼,桃李园广场,3
本科生公寓2号楼,河口海岸大楼,1
田径场,青年教师公寓,3
研究生公寓1号楼,基建处,4
资产管理处,排球场,1
本科生公寓2号楼,学术交流中心,10
闵行校区大门,研究生公寓2号楼,2
柳长桥,第三教学楼,6
柳长桥,中北校区大门,2
美术学院楼,丽娃湖,1
研究生公寓3号楼,第二教学楼,5
第四教学楼,丽娃浴室,6
信息化办公室,学术交流中心,8
团委,基建处,6
河东浴室,外语学院楼,10
华闵餐厅,化学实验楼,6
学校办公室,虹梅路警卫室,2
研究生公寓4号楼,信息楼,8
河东浴室,学生活动中心,5
东操场,法商楼,4
校园警卫室,学生活动中心,7
第三教学楼,体育健康楼,7
心中书社,国际教育中心,3
图书馆逸夫楼,西操场,8
本科生公寓5号楼,外语学院楼,6
第二教学楼,法学院楼,6
思群堂,梅陇井,5
闵行图书馆,审计处,8
法商楼,美术学院楼,6
河西浴室,法学院楼,7
思群堂,物理信息楼,3
行政楼,体育健康楼,8
闵行图书馆,学生活动中心,7
行政楼,数统楼,3
数统楼,崇真书院,4
人文学院楼,学生资助管理中心,4
校园警卫室,研究生公寓2号楼,2
申云轩餐厅,实验教学中心,3
群贤堂,闵行图书馆,8
本科生公寓4号楼,丽娃食堂,6
思群堂,外语学院楼,5
实验教学中心,篮球场,9
东操场,心理与认知科学学院楼,1
排球场,篮球场,2
物理信息楼,丽娃湖,4
申云轩餐厅,法学院楼,3
游泳馆,档案馆,8
研究生公寓4号楼,资产管理处,9
实验教学中心,生物实验楼,4
信息化办公室,档案馆,1
物理信息楼,第三教学楼,10
第四教学楼,实验A楼,3
本科生公寓4号楼,翔华书店,3
体育健康楼,本科生公寓2号楼,5
地理馆,计算机中心,2
河西浴室,SPF实验动物中心,6
体育健康楼,法学院楼,3
计算机中心,本科生公寓2号楼,2
地理馆,田径场,9
实验教学中心,统计学院楼,10
第一教学楼,本科生公寓5号楼,8
化学实验楼,东操场,2
信息楼,研究生公寓2号楼,5
音乐学院楼,丽娃河,2
国际教育中心,SPF实验动物中心,4
研究生公寓2号楼,本科生公寓2号楼,10
研究生公寓1号楼,人文学院楼,3
翔华书店,音乐学院楼,8
丽娃湖,本科生公寓5号楼,4
美术学院楼,本科生公寓3号楼,2
莲花路警卫室,丽娃河,3
丽娃河,本科生公寓5号楼,2
本科生公寓6号楼,青年教师公寓,8
丽娃浴室,丽娃河,7
实验B楼,西操场,10
团委,河东食堂,7
崇真书院,第四教学楼,5
第一教学楼,闵行图书馆,6
闵行校区大门,研究生公寓1号楼,3
商学院楼,银之春西餐厅,2
团委,校医院,4
虹梅路警卫室,计算机中心,4
科技处,莲花路警卫室,1
信息化办公室,音乐学院楼,6
银之春西餐厅,河西食堂,3
审计处,行政楼,3
国际教育中心,团委,5
丽娃浴室,心理健康教育与咨询中心,3
第一教学楼,河西浴室,2
基建处,本科生公寓5号楼,1
实验A楼,实验B楼,8
学校办公室,河东食堂,9
研究生公寓4号楼,华闵餐厅,6
学校办公室,后勤保障部,3
实验A楼,学术交流中心,6
商学院楼,本科生公寓1号楼,8
数统楼,百花园餐厅,8
行政楼,西操场,4
闵行校区大门,科技处,5
物理信息楼,秋林阁,1
档案馆,校史馆,7
生命科学学院楼,本科生公寓4号楼,3
计算机中心,第四教学楼,8
音乐学院楼,实验教学中心,2
群贤堂,物理楼,8
第二教学楼,实验教学中心,3
本科生公寓2号楼,闵行图书馆,4
排球场,人事处,8
研究生公寓4号楼,音乐学院楼,5
紫竹广场,虹梅路警卫室,10
河西浴室,校史馆,10
图书馆逸夫楼,心中书社,7
校园警卫室,外语学院楼,10
实验B楼,马克思主义学院楼,7
游泳馆,华闵餐厅,3
第二教学楼,校医院,2
闵行校区大门,美术学院楼,9
心中书社,心理健康教育与咨询中心,5
生物实验楼,闵行校区大门,3
莲花路警卫室,心理健康教育与咨询中心,4
群贤堂,本科生公寓3号楼,3
学生资助管理中心,统计学院楼,6
化学实验楼,丽虹桥,7
马克思主义学院楼,法商楼,7
体育健康楼,河东浴室,6
西操场,马克思主义学院楼,4
校园警卫室,计算机中心,4
申云轩餐厅,研究生公寓1号楼,9
立体停车库,学生活动中心,1
国际教育中心,秋林阁,8
第四教学楼,申云轩餐厅,2
田径场,教育学部楼,8
西操场,本科生公寓5号楼,9
研究生公寓3号楼,图书馆逸夫楼,1
音乐学院楼,篮球场,6
研究生公寓2号楼,学术交流中心,9
教育学部楼,翔华书店,9
河西食堂,丽娃食堂,6
河东浴室,校园警卫室,8
实验B楼,丽娃食堂,8
柳长桥,第二教学楼,2
河西浴室,梅陇井,10
华闵餐厅,莲花路警卫室,10
思群堂,河东浴室,3
紫竹广场,闵行图书馆,10
第二教学楼,百花园餐厅,9
校园警卫室,虹梅路警卫室,4
心中书社,音乐学院楼,2
青年教师公寓,第三教学楼,2
河东食堂,秋林阁,9
审计处,足球场,8
SPF实验动物中心,第二教学楼,8
学生资助管理中心,信息化办公室,1
学生资助管理中心,教育学部楼,1
心理与认知科学学院楼,资产管理处,10
化学实验楼,秋林阁,5
外语学院楼,图书馆逸夫楼,10
银之春西餐厅,学生资助管理中心,3
学校办公室,图书馆逸夫楼,6
本科生公寓3号楼,闵行图书馆,4
本科生公寓5号楼,统计学院楼,7
图书馆逸夫楼,物理信息楼,4
地理馆,立体停车库,9
本科生公寓1号楼,学生资助管理中心,10
银之春西餐厅,梅陇井,10
信息楼,本科生公寓2号楼,10
实验B楼,学生活动中心,7
立体停车库,排球场,10
资产管理处,游泳馆,10
共青场,资产管理处,7
虹梅路警卫室,实验教学中心,2
研究生公寓3号楼,百花园餐厅,9
学生活动中心,第二教学楼,9
学术交流中心,丽娃浴室,4
体育健康楼,第四教学楼,8
校园警卫室,紫竹广场,7
中北校区大门,桃李园广场,1
本科生公寓6号楼,学校办公室,1
第三教学楼,丽娃河,10
人事处,河西浴室,4
本科生公寓5号楼,第二教学楼,9
外语学院楼,闵行图书馆,10
SPF实验动物中心,法商楼,8
学校办公室,第四教学楼,1
综合体育馆,思群堂,7
信息化办公室,研究生公寓2号楼,3
河西浴室,丽虹桥,7
柳长桥,梅陇井,7
思群堂,秋实阁,1
体育健康楼,立体停车库,6
生命科学学院楼,法商楼,1
秋实阁,校医院,8
柳长桥,心中书社,8
基建处,丽虹桥,4
法商楼,后勤保障部,2
基建处,校史馆,6
闵行校区大门,东操场,10
化学实验楼,中北校区大门,3
华闵餐厅,研究生公寓3号楼,10
本科生公寓5号楼,研究生公寓1号楼,7
物理楼,河东浴室,7
心理与认知科学学院楼,丽虹桥,1
闵行校区大门,翔华书店,5
本科生公寓1号楼,虹梅路警卫室,9
音乐学院楼,丽娃湖,1
综合体育馆,立体停车库,9
校史馆,共青场,5
教育学部楼,计算机中心,6
秋林阁,群贤堂,4
基建处,河东浴室,1
丽娃食堂,计算机中心,1
校医院,崇真书院,7
马克思主义学院楼,心理健康教育与咨询中心,9
崇真书院,物理楼,10
校史馆,美术学院楼,7
丽娃湖,第二教学楼,9
梅陇井,崇真书院,8
第三教学楼,生物实验楼,8
本科生公寓4号楼,闵行图书馆,6
地理馆,游泳馆,1
秋林阁,东操场,9
校史馆,学生活动中心,1
学校办公室,心理与认知科学学院楼,7
第三教学楼,基建处,2
河东浴室,心理与认知科学学院楼,9
心理与认知科学学院楼,人文学院楼,7
科技处,东操场,9
信息化办公室,申云轩餐厅,5
地理馆,本科生公寓5号楼,3
研究生公寓3号楼,后勤保障部,3
商学院楼,科技处,8
本科生公寓5号楼,申云轩餐厅,3
申云轩餐厅,研究生公寓2号楼,1
商学院楼,马克思主义学院楼,5
法商楼,翔华书店,8
田径场,篮球场,3
物理信息楼,法商楼,4
教育学部楼,河东食堂,10
学术交流中心,第四教学楼,10
河东食堂,国际教育中心,5
法商楼,校史馆,8
丽虹桥,国际教育中心,10
学术交流中心,共青场,6
河西浴室,心中书社,4
排球场,审计处,1
思群堂,基建处,7
丽娃河,马克思主义学院楼,8
足球场,物理信息楼,1
学生资助管理中心,实验A楼,4
共青场,人事处,5
群贤堂,心理健康教育与咨询中心,5
秋实阁,美术学院楼,8
档案馆,翔华书店,5
立体停车库,本科生公寓3号楼,2
立体停车库,虹梅路警卫室,5
商学院楼,法商楼,1
计算机中心,心理健康教育与咨询中心,6
团委,行政楼,1
后勤保障部,化学实验楼,9
百花园餐厅,马克思主义学院楼,4
立体停车库,莲花路警卫室,5
心理与认知科学学院楼,西操场,5
学校办公室,排球场,5
群贤堂,学校办公室,9
田径场,后勤保障部,3
行政楼,物理楼,4
闵行图书馆,马克思主义学院楼,10
桃李园广场,思群堂,4
闵行图书馆,体育健康楼,10
东操场,马克思主义学院楼,3
河东食堂,银之春西餐厅,5
共青场,丽虹桥,1
心理健康教育与咨询中心,国际教育中心,3
足球场,体育健康楼,2
本科生公寓2号楼,本科生公寓4号楼,8
研究生公寓4号楼,第四教学楼,1
河西浴室,银之春西餐厅,6
资产管理处,研究生公寓3号楼,5
桃李园广场,梅陇井,2
基建处,外语学院楼,10
后勤保障部,第三教学楼,10
第一教学楼,秋林阁,10
外语学院楼,第三教学楼,7
东操场,实验教学中心,6
丽娃湖,地理馆,3
紫竹广场,审计处,7
生命科学学院楼,第一教学楼,5
东操场,本科生公寓6号楼,3
共青场,计算机中心,7
丽娃浴室,外语学院楼,8
紫竹广场,地理馆,5
百花园餐厅,中北校区大门,7
丽娃湖,丽娃浴室,9
丽娃浴室,实验教学中心,5
华闵餐厅,河东食堂,5
共青场,银之春西餐厅,6
第四教学楼,本科生公寓2号楼,1
实验A楼,SPF实验动物中心,1
实验教学中心,共青场,4
计算机中心,足球场,9
科技处,心理健康教育与咨询中心,3
银之春西餐厅,校史馆,6
河西浴室,基建处,4
丽娃食堂,生命科学学院楼,2
人事处,第三教学楼,4
柳长桥,化学实验楼,8
马克思主义学院楼,SPF实验动物中心,6
第三教学楼,河东浴室,3
生物实验楼,第二教学楼,5
紫竹广场,丽娃河,8
资产管理处,校医院,4
秋林阁,河西浴室,5
心理健康教育与咨询中心,团委,5
校医院,河口海岸大楼,9
物理楼,翔华书店,7
闵行校区大门,校园警卫室,10
足球场,人文学院楼,1
教育学部楼,第三教学楼,7
物理楼,篮球场,5
第四教学楼,足球场,6
音乐学院楼,校史馆,3
计算机中心,东操场,10
国际教育中心,学生活动中心,4
信息楼,SPF实验动物中心,3
研究生公寓2号楼,数统楼,3
校医院,第一教学楼,6
实验B楼,研究生公寓1号楼,5
统计学院楼,丽娃食堂,8
丽娃湖,本科生公寓6号楼,7
莲花路警卫室,SPF实验动物中心,7
排球场,本科生公寓3号楼,9
信息化办公室,学生活动中心,1
教育学部楼,崇真书院,7
青年教师公寓,翔华书店,4
物理信息楼,团委,8
河口海岸大楼,行政楼,5
实验教学中心,基建处,1
生物实验楼,丽虹桥,8
秋林阁,综合体育馆,6
人文学院楼,统计学院楼,7
人文学院楼,申云轩餐厅,1
学术交流中心,物理楼,2
法学院楼,篮球场,5
体育健康楼,中北校区大门,10
百花园餐厅,心理与认知科学学院楼,4
本科生公寓2号楼,行政楼,2
秋林阁,丽娃浴室,5
信息化办公室,立体停车库,1
莲花路警卫室,学生活动中心,10
研究生公寓4号楼,梅陇井,7
实验教学中心,华闵餐厅,4
生命科学学院楼,申云轩餐厅,7
心中书社,法学院楼,9
河西浴室,心理与认知科学学院楼,9
基建处,物理信息楼,9
百花园餐厅,第一教学楼,8
河东浴室,科技处,5
河东食堂,基建处,9
档案馆,数统楼,10
第四教学楼,信息楼,4
SPF实验动物中心,计算机中心,2
田径场,丽娃食堂,9
法学院楼,华闵餐厅,9
研究生公寓2号楼,外语学院楼,6
银之春西餐厅,心中书社,4
东操场,审计处,2
人事处,实验B楼,9
华闵餐厅,丽娃湖,5
河口海岸大楼,法商楼,3
法商楼,化学实验楼,5
实验教学中心,法商楼,7
生物实验楼,柳长桥,2
法商楼,学校办公室,1
丽娃湖,基建处,7
学生活动中心,体育健康楼,4
百花园餐厅,行政楼,5
资产管理处,信息化办公室,8
体育健康楼,秋林阁,1
东操场,实验B楼,4
本科生公寓4号楼,第三教学楼,1
资产管理处,行政楼,3
排球场,体育健康楼,1
桃李园广场,西操场,6
法学院楼,资产管理处,5
体育健康楼,综合体育馆,1
综合体育馆,虹梅路警卫室,1
图书馆逸夫楼,第一教学楼,5
河西浴室,研究生公寓3号楼,9
本科生公寓5号楼,河东浴室,6
丽娃河,青年教师公寓,8
研究生公寓2号楼,华闵餐厅,8
河西食堂,数统楼,5
研究生公寓3号楼,银之春西餐厅,3
足球场,群贤堂,8
行政楼,华闵餐厅,3
丽娃河,河口海岸大楼,5
基建处,学生资助管理中心,8
篮球场,化学实验楼,2
东操场,第一教学楼,7
统计学院楼,外语学院楼,10
化学实验楼,心理与认知科学学院楼,1
团委,篮球场,8
崇真书院,足球场,10
排球场,科技处,8
西操场,本科生公寓3号楼,3
信息楼,丽娃食堂,4
生命科学学院楼,河口海岸大楼,3
丽娃浴室,团委,7
研究生公寓2号楼,中北校区大门,1
西操场,百花园餐厅,4
法商楼,篮球场,1
校医院,档案馆,4
心中书社,本科生公寓6号楼,3
学生活动中心,实验教学中心,6
统计学院楼,本科生公寓2号楼,3
丽娃湖,银之春西餐厅,8
群贤堂,学生资助管理中心,5
外语学院楼,第一教学楼,10
图书馆逸夫楼,思群堂,1
东操场,本科生公寓1号楼,8
心理健康教育与咨询中心,信息楼,9
基建处,秋林阁,2
本科生公寓2号楼,音乐学院楼,10
法学院楼,第一教学楼,6
心理与认知科学学院楼,国际教育中心,3
第二教学楼,丽娃河,10
立体停车库,马克思主义学院楼,7
翔华书店,第四教学楼,2
紫竹广场,共青场,6
桃李园广场,实验B楼,5
丽娃河,梅陇井,9
档案馆,紫竹广场,9
生命科学学院楼,百花园餐厅,8
基建处,校医院,9
群贤堂,银之春西餐厅,6
实验A楼,法学院楼,5
翔华书店,紫竹广场,1
生物实验楼,莲花路警卫室,8
人事处,心理与认知科学学院楼,7
地理馆,丽虹桥,4
翔华书店,校园警卫室,3
档案馆,丽娃湖,7
学生活动中心,虹梅路警卫室,3
校史馆,莲花路警卫室,4
共青场,篮球场,2
人文学院楼,立体停车库,4
国际教育中心,科技处,1
游泳馆,校史馆,2
物理楼,本科生公寓6号楼,3
第一教学楼,国际教育中心,1
中北校区大门,篮球场,3
美术学院楼,综合体育馆,9
河口海岸大楼,第一教学楼,7
排球场,研究生公寓1号楼,2
本科生公寓1号楼,申云轩餐厅,5
物理信息楼,田径场,4
篮球场,马克思主义学院楼,5
人文学院楼,学校办公室,7
中北校区大门,综合体育馆,4
商学院楼,共青场,8
崇真书院,本科生公寓6号楼,3
河东浴室,共青场,4
心理与认知科学学院楼,团委,8
科技处,教育学部楼,10
心中书社,莲花路警卫室,5
团委,闵行图书馆,4
综合体育馆,丽娃河,10
田径场,国际教育中心,3
河东浴室,审计处,6
研究生公寓1号楼,研究生公寓2号楼,3
研究生公寓3号楼,河口海岸大楼,8
图书馆逸夫楼,校史馆,4
心中书社,华闵餐厅,8
研究生公寓2号楼,本科生公寓6号楼,2
崇真书院,闵行校区大门,2
秋实阁,实验B楼,10
实验B楼,青年教师公寓,1
行政楼,思群堂,5
物理信息楼,东操场,6
西操场,本科生公寓1号楼,1
学术交流中心,人事处,5
物理信息楼,崇真书院,2
物理楼,SPF实验动物中心,5
法学院楼,翔华书店,9
行政楼,银之春西餐厅,10
数统楼,篮球场,5
法学院楼,丽虹桥,7
人事处,本科生公寓5号楼,7
共青场,申云轩餐厅,10
本科生公寓1号楼,河东食堂,6
排球场,美术学院楼,10
翔华书店,学术交流中心,3
本科生公寓5号楼,化学实验楼,9
崇真书院,行政楼,8
生物实验楼,物理信息楼,10
研究生公寓4号楼,银之春西餐厅,7
校史馆,群贤堂,7
商学院楼,西操场,10
研究生公寓2号楼,第二教学楼,1
篮球场,崇真书院,2
学校办公室,田径场,5
申云轩餐厅,本科生公寓2号楼,7
实验教学中心,紫竹广场,7
人事处,第一教学楼,10
研究生公寓4号楼,外语学院楼,1
美术学院楼,计算机中心,9
心理与认知科学学院楼,本科生公寓2号楼,2
翔华书店,校医院,7
本科生公寓4号楼,第四教学楼,4
第二教学楼,华闵餐厅,7
生物实验楼,翔华书店,10
闵行校区大门,立体停车库,4
河东浴室,研究生公寓2号楼,3
信息化办公室,团委,4
丽虹桥,生命科学学院楼,9
学术交流中心,音乐学院楼,6
群贤堂,排球场,5
美术学院楼,本科生公寓4号楼,2
实验A楼,华闵餐厅,7
研究生公寓1号楼,丽娃食堂,9
河西食堂,实验B楼,4
档案馆,闵行校区大门,9
地理馆,学术交流中心,10
心中书社,田径场,6
学生活动中心,本科生公寓1号楼,6
数统楼,研究生公寓4号楼,7
生命科学学院楼,美术学院楼,8
校史馆,立体停车库,1
河西食堂,秋实阁,5
申云轩餐厅,崇真书院,4
生物实验楼,国际教育中心,2
法学院楼,计算机中心,6
商学院楼,研究生公寓1号楼,3
共青场,本科生公寓4号楼,6
游泳馆,丽虹桥,10
法商楼,第四教学楼,4
法学院楼,桃李园广场,5
学生资助管理中心,实验B楼,5
第二教学楼,虹梅路警卫室,4
西操场,团委,6
翔华书店,第二教学楼,9
外语学院楼,游泳馆,4
实验A楼,梅陇井,4
闵行图书馆,科技处,2
第四教学楼,梅陇井,2
音乐学院楼,田径场,9
生命科学学院楼,秋林阁,4
物理楼,基建处,5
本科生公寓6号楼,银之春西餐厅,1
法学院楼,本科生公寓6号楼,5
西操场,实验A楼,5
校医院,综合体育馆,6
丽娃湖,资产管理处,8
立体停车库,教育学部楼,7
人文学院楼,河东浴室,4
本科生公寓3号楼,共青场,6
SPF实验动物中心,数统楼,4
中北校区大门,国际教育中心,6
实验教学中心,信息化办公室,9
足球场,美术学院楼,4
闵行图书馆,数统楼,1
法商楼,丽娃河,5
本科生公寓2号楼,思群堂,8
河东浴室,马克思主义学院楼,8
本科生公寓4号楼,梅陇井,6
虹梅路警卫室,物理信息楼,10
西操场,河东食堂,3
实验教学中心,教育学部楼,1
图书馆逸夫楼,学生资助管理中心,10
美术学院楼,研究生公寓4号楼,9
足球场,法学院楼,7
第一教学楼,音乐学院楼,10
中北校区大门,审计处,1
化学实验楼,研究生公寓1号楼,6
申云轩餐厅,丽虹桥,1
美术学院楼,档案馆,8
商学院楼,生物实验楼,4
紫竹广场,资产管理处,3
河西浴室,秋实阁,7
青年教师公寓,申云轩餐厅,8
综合体育馆,外语学院楼,1
篮球场,翔华书店,4
西操场,翔华书店,6
研究生公寓2号楼,统计学院楼,1
实验A楼,体育健康楼,4
学生资助管理中心,游泳馆,6
闵行图书馆,物理信息楼,9
学生活动中心,青年教师公寓,6
虹梅路警卫室,研究生公寓4号楼,5
综合体育馆,闵行校区大门,3
信息化办公室,信息楼,5
翔华书店,第三教学楼,6
第一教学楼,信息化办公室,6
实验A楼,共青场,10
排球场,本科生公寓1号楼,4
马克思主义学院楼,校医院,2
莲花路警卫室,研究生公寓3号楼,10
化学实验楼,生命科学学院楼,8
丽娃浴室,共青场,6
中北校区大门,实验教学中心,1
闵行校区大门,青年教师公寓,3
翔华书店,审计处,9
立体停车库,研究生公寓4号楼,1
百花园餐厅,河西浴室,1
音乐学院楼,华闵餐厅,7
思群堂,第四教学楼,4
信息化办公室,研究生公寓1号楼,10
商学院楼,SPF实验动物中心,6
物理楼,排球场,7
第四教学楼,行政楼,8
档案馆,共青场,8
丽娃河,第四教学楼,1
后勤保障部,本科生公寓3号楼,2
人文学院楼,基建处,6
丽虹桥,音乐学院楼,4
数统楼,体育健康楼,7
实验教学中心,研究生公寓1号楼,1
信息化办公室,第三教学楼,7
第二教学楼,心理与认知科学学院楼,3
校园警卫室,研究生公寓1号楼,9
物理信息楼,美术学院楼,7
SPF实验动物中心,闵行图书馆,1
闵行校区大门,基建处,2
第一教学楼,田径场,6
崇真书院,思群堂,10
国际教育中心,闵行图书馆,1
资产管理处,闵行图书馆,2
河西食堂,本科生公寓5号楼,5
综合体育馆,研究生公寓2号楼,2
翔华书店,崇真书院,8
崇真书院,排球场,8
美术学院楼,基建处,8
丽娃食堂,河口海岸大楼,4
本科生公寓2号楼,虹梅路警卫室,2
实验A楼,图书馆逸夫楼,9
化学实验楼,桃李园广场,8
科技处,校医院,6
秋实阁,图书馆逸夫楼,1
河东浴室,丽娃浴室,7
心中书社,丽娃河,7
学生资助管理中心,体育健康楼,7
实验教学中心,美术学院楼,2
综合体育馆,莲花路警卫室,3
丽娃湖,本科生公寓1号楼,3
学生活动中心,河口海岸大楼,3
研究生公寓4号楼,中北校区大门,1
实验A楼,立体停车库,6
科技处,梅陇井,6
秋林阁,学术交流中心,3
音乐学院楼,紫竹广场,7
团委,教育学部楼,4
紫竹广场,本科生公寓2号楼,10
学术交流中心,后勤保障部,6
校园警卫室,共青场,4
中北校区大门,信息楼,9
资产管理处,本科生公寓1号楼,5
本科生公寓4号楼,档案馆,7
银之春西餐厅,第二教学楼,7
校医院,美术学院楼,7
审计处,本科生公寓6号楼,1
翔华书店,人事处,6
第二教学楼,河西食堂,3
排球场,河东浴室,7
紫竹广场,银之春西餐厅,1
统计学院楼,桃李园广场,3
丽娃食堂,地理馆,10
外语学院楼,物理信息楼,4
秋林阁,丽娃食堂,10
田径场,莲花路警卫室,6
教育学部楼,资产管理处,9
东操场,游泳馆,1
东操场,后勤保障部,7
银之春西餐厅,游泳馆,2
河口海岸大楼,SPF实验动物中心,2
篮球场,心理健康教育与咨询中心,5
第一教学楼,本科生公寓6号楼,10
国际教育中心,本科生公寓5号楼,9
紫竹广场,崇真书院,9
河西食堂,体育健康楼,3
莲花路警卫室,实验A楼,3
西操场,计算机中心,2
科技处,思群堂,7
统计学院楼,排球场,5
第一教学楼,河东浴室,10
河西食堂,法商楼,9
综合体育馆,研究生公寓3号楼,6
信息化办公室,学校办公室,8
信息楼,资产管理处,4
研究生公寓3号楼,篮球场,7
青年教师公寓,基建处,3
物理楼,后勤保障部,4
国际教育中心,学生资助管理中心,9
银之春西餐厅,后勤保障部,9
第三教学楼,华闵餐厅,7
第三教学楼,丽娃食堂,1
校医院,群贤堂,9
河西浴室,河东浴室,5
本科生公寓1号楼,档案馆,2
第四教学楼,综合体育馆,6
心中书社,翔华书店,7
申云轩餐厅,本科生公寓6号楼,10
河东食堂,游泳馆,7
本科生公寓3号楼,物理楼,4
第一教学楼,实验教学中心,10
学术交流中心,法学院楼,2
SPF实验动物中心,思群堂,1
音乐学院楼,本科生公寓4号楼,10
学生资助管理中心,崇真书院,10
学生资助管理中心,第二教学楼,1
心理健康教育与咨询中心,本科生公寓5号楼,10
群贤堂,外语学院楼,6
资产管理处,商学院楼,7
西操场,闵行校区大门,8
本科生公寓2号楼,第二教学楼,2
心理与认知科学学院楼,崇真书院,2
实验教学中心,本科生公寓4号楼,6
柳长桥,东操场,4
桃李园广场,后勤保障部,5
SPF实验动物中心,研究生公寓3号楼,9
科技处,中北校区大门,1
足球场,外语学院楼,10
音乐学院楼,国际教育中心,4
生命科学学院楼,法学院楼,8
音乐学院楼,本科生公寓6号楼,5
闵行校区大门,本科生公寓2号楼,8
音乐学院楼,统计学院楼,6
本科生公寓6号楼,共青场,6
河西浴室,申云轩餐厅,2
丽娃湖,柳长桥,9
团委,统计学院楼,7
人文学院楼,本科生公寓6号楼,10
丽娃浴室,银之春西餐厅,10
银之春西餐厅,丽娃河,10
西操场,综合体育馆,8
闵行图书馆,教育学部楼,7
实验B楼,申云轩餐厅,4
思群堂,青年教师公寓,8
丽虹桥,研究生公寓2号楼,7
田径场,实验A楼,8
地理馆,数统楼,8
审计处,丽虹桥,1
银之春西餐厅,学术交流中心,2
虹梅路警卫室,第三教学楼,1
立体停车库,百花园餐厅,7
第二教学楼,心理健康教育与咨询中心,4
梅陇井,第三教学楼,5
翔华书店,团委,4
实验B楼,排球场,7
人事处,校园警卫室,3
翔华书店,行政楼,6
实验教学中心,研究生公寓2号楼,1
翔华书店,游泳馆,3
教育学部楼,研究生公寓4号楼,8
篮球场,第四教学楼,2
地理馆,河西食堂,2
综合体育馆,心理健康教育与咨询中心,6
心理健康教育与咨询中心,研究生公寓3号楼,3
实验教学中心,体育健康楼,3
丽娃浴室,实验B楼,7
本科生公寓3号楼,丽娃浴室,9
统计学院楼,资产管理处,7
立体停车库,研究生公寓3号楼,7
心中书社,实验教学中心,5
丽娃浴室,河口海岸大楼,3
图书馆逸夫楼,秋林阁,9
百花园餐厅,商学院楼,9
校园警卫室,学术交流中心,7
化学实验楼,河西浴室,4
人事处,研究生公寓3号楼,9
图书馆逸夫楼,莲花路警卫室,10
研究生公寓2号楼,后勤保障部,1
华闵餐厅,本科生公寓3号楼,2
研究生公寓4号楼,校医院,2
资产管理处,虹梅路警卫室,4
田径场,共青场,3
马克思主义学院楼,华闵餐厅,8
科技处,人事处,3
